pashto,english,semantic_similarity
د لوی لید ليزر پرېکوونکې د ډیجیټل د چاپي صنعت لپاره په ځانګړي ډول ده - د پراخه بڼه په ډیجیټل چاپ او یا رنګ-sublimated نساجي ګرافیک، شعارونه او نرم ټرافیکی بشپړولو بې ساري وړتیا توليدوي.,"The large vision laser cutter is specially for the digital print industry – producing unparalleled capabilities for finishing wide format digitally printed or dye-sublimated textile graphics, banners and soft signage.",0.6544318
هرکله رښتیاګوی اووسئ. د غلطو مالوماتواو اسنادونو ورکول او یا د ځینو خبرو نه ویل کیدای شي په راتلونکو پړاونو کې ستاسو د پناه په درخواست باندې ناوړه اغیزه وکړي، ځکه چې په دې مرکه کې ستاسو ځوابونه به د هغه مالوماتونو سره مقایسه شي چې تاسې یې په دوهمه او بعدي مرکو کې وړاندې کوئ.,"Always be truthful. Giving false information and documents or deliberately withholding something can be viewed negatively in the later stages of your asylum procedure, as your answers during this interview will be compared with the information you give during a second or later interview.",0.6522907
لکه څنګه چې ما مخکې پدې پوسټ کې یادونه کړې ، زه دا د مایع اضطراب بریدونو او اضطراب له لارې لیکم. زما پیل په بشپړ ډول د لوستلو وړ او خورا سخت و ځکه چې زه نشم کولی زما لوستونکي باندې ډیر تمرکز وکړم پداسې حال کې چې زما نیمایي دماغ د اندیښنې سره مبارزه کې بوخت و او ژړا ته اړتیا درلوده.,"As I mentioned earlier in this post, I'm writing this through mild anxiety attacks and depression. My beginning was completely unreadable and too stiff because I couldn't focus too much on my reader while half of my mind was busy fighting off the anxiety and need to cry.",0.64996886
د لیندۍ ۷ مه / ۱۳۹۰ د کلیو د بیارغونې او پراختیا وزیر جارالله منصوري او د دغه وزارت د پروګرامونو مرستیال مهندس ویس احمد برمک د ملګرو ملتونو د پراختیايي ادارې د استازیو، نړیوالو مرسته کوونکو او د ملګرو ملتونو د پراختیايي ادارې له مرستیال جان جیلس سره د دغه وزارت د کنفرانسونو په سالون کې کتنه وکړه.,"H.E Jarullah Mansoori Minister of Rural Rehabilitation and Development and honorable Wais Ahmad Barmak Deputy Minister for the programs of the MRRD met with representatives of the United Nations Development Program (UNDP), International Donors and John Jelis Deputy Director of UNDP in the conference hall of the MRRD.",0.64992386
"تاسې کولای شئ د فیداسیل د بیرته ستندلو دفتر چې آدرس یې 57 chaussée d’Anvers, 1000 Brussels دی په کاري ساعتونو کې (دوشنبه تر جمعې ورځې ۹:۳۰ څخه تر ۱۶:۰۰ بجو پورې) ورشئ.","You can also go to Fedasil’s Return Counter during working hours (Monday to Friday 9.30-16.00) at 57 chaussée d’Anvers, 1000 Brussels.",0.6487849
غوره پیري - banichka یا banitza (د بینزا څخه د پالیسۍ بیلابیلو ډکونو سره پاڼي) .د پنیس داسې ډول شتون نلري؛,Favorite pastries – banichka or banitza (sheet baking with different fillings from brynza to spinach).Cottage cheese as such is not present;,0.6476261
ما د دریو کلونو لپاره د MOZ سرچینې کارولې ، هیڅکله د شکایت کولو لپاره هیڅ نلرم. ټولنه هم ملاتړ کوي.,"I've used resources from MOZ for three years now, never had anything to complain about. The community tends to get supportive, too.",0.6469013
ویب کوربه توب په بنسټيزه توګه ځای لري او د دې وړتیا لري چې ټرافيکي ته اجازه ورکړي چې ستاسو ویب پاڼې ته ورسیږي. دا د ځمکې پلازمینې په څیر دی چې تاسو خپل پوزه جوړوي. په هرصورت، داسې کوربه شتون لري چې کولی شي د یوې ویب پاڼې جوړولو لپاره ستاسو ژوند ډیره اسانه کړي.,"Web hosting is basically space and the capacity to allow traffic to reach your website. It’s like the plot of land that you build your hose on. However, there are hosts that can help make your life much easier in your quest to build a website.",0.64681995
"لکه څنګه چې د میګانا ګروپ سی ای او میتیو کلیمشا (عکس) تشریح کړې ، ""د میګا دریځ پدې کال د میډیا + انټرنیټ ټیک ایکسپو (METexpo) کې دریځ روښانه څرګندونه ده چې موږ څومره ژمن یو او [...]","As Magna group CEO Matthew Clemesha (pictured) explained, “Magna’s stand at this year’s Media + Entertainment Tech Expo (METexpo) is a clear demonstration of how committed we are to and [...]",0.64666176
هو، موږ تل د لوړ کيفيت د صادراتو د بسته بندۍ وکاروي، او ډاډه زموږ ماشین کولای شي خوندي او د انتقال په ترڅ کې خوندي کړي. مننه.,"Yes, we always use high quality export packaging, and make sure our machine can be safe and secure during transfer. thanks.",0.6463318
زموږ ډیری لوستونکي د ویب پاڼې خاوندان دي چې د دوی د سایټ لپاره د عوایدو د سلسلو د جوړولو الرې چارې لري. زه پوهیږم چې تاسو یو ملګری پروګرام لرئ. د دې پروګرام لپاره د لاسلیک کولو په اړه به څوک وکولی شي؟,Many of our readers are website owners who are interested in ways to build streams of income for their site. I understand you have an affiliate program. How would one go about signing up for this program?,0.6459577
مګر که څه هم تاسو د دوه اوونیو وروسته ویډیو وپیژانده - کومه مهمه نه ده چې په پیل کې دا څومره ښه وو - WAS ستاسو لپاره ندی، او تاسو د 200 پیسو ورکه کړې؟,"But what if you realized after two weeks that WordPress — no matter how great it looked in the beginning — WASN’T for you, and that you had just lost 200 bucks?",0.6456622
که چیرې دلیل کانال بند شی ، مایع د سترګو له سطحې څخه د اوبو ایستلو توان نلري. ککړتیا د شدید تخریب لامل کیږي ، او چپچې رازونه ممکن په کونجونو کې رامینځته شي.,"If the lacrimal canal is blocked, the fluid is unable to drain from the surface of the eye. Contamination causes severe lacrimation, and sticky secretions may form in the corners.",0.64543265
دا په یوه کتابچه کې ولیکئ یا د وخت څخه د تعقیب یو ایپ استعمال کړئ لکه څنګه Chrometa. تاسو به شاید حیران شئ چې څومره سمدستي وختونه اضافه کیږي.,Write it down in a notebook or use a time-tracking app like Chrometa. You’ll probably be shocked at how quickly the hours add up.,0.6430825
په می کې. لپاره RC نمونې د بیلګې په توګه، د نکل فلز هايډرډډ (NiMH) بیټرۍ معمولا کارول کیږي کوم چې د ځان ځان وژونکي وي، د بیلګې په توګه کرافمکسکس ریس پیک، د اړین اړیکی سره سم باید په لرې پرتو کنټرول الوتکې وزن او البته د بټیټ په اړخونو کې پام وکړئ.,"in mAh. For RC models For example, nickel-metal hydride (NiMH) batteries are often used which have low self-discharge, for example Kraftmax Racing Pack, In addition to the required connector must at remote-controlled aircraft be paid attention to the weight and of course on the dimensions of the battery.",0.64275175
د FileCatalyst UDP پر بنسټ پروتوکول د نړۍ په کچه د نړۍ په هر ګوټ کې د لوی رسنیو فایلونه، د 10Gbps پورې سرعت، د فایل یا لیږدولو وختونه د ساعتونو یا ورځو څخه یوازې دقیقو ته واستوي - په نتیجه کې په پراخه توګه تولید شوي.,"Protocol misit in FileCatalyst UDP, secundum magnam circa media files usquam in mundo, at usque 10Gbps decessisse celeritatis momenta, horas, aut dies videre Miconos lima transfero a temporibus in iustus minutes - vehementer essent, meliusculae productivity consequens.",0.6422918
ستاسو ډیزاین او ساده ساده ساتل، زما څه معنی په عمده توګه د سر د کمولو په بڼه دي. یو سایټ په پراخه کچه، د تنفس اخیستلو انځورونه او حیرانوي ویډیوګانې احتمال لري چې په خرابې ورځې کې د سږو په څیر وخوري. دا پاک او پاک وساتئ او هڅه وکړئ چې په مختلفو پاڼو کې ستاسو ویډیو او انځور توزیع وویشئ.,"By keeping your design and visual simple, what I mean is mainly in the form of reducing overhead. A site heavy in massive, breath-taking images and stunning videos is likely to load as quickly as a sloth on a bad day. Keep it neat and tidy and try to split your video and image loading across various pages.",0.6419566
