pashto,english,source
په دې ليکنه کې به يواځې د طالبانو کېبلي ډاياګ ته مشروعيت ورکو، ځکه چې د هغوى کېبلي ډاياګ وکړاى شو، چې تر يو څه حده وسلې راټولې کړي او يا خو جګړه مار قوماندانان يې له ډاره د راښکاره کولو توان ونه لري.,He was also part of all those crimes. He can’t be forgiven for all those systematic crimes against the innocent people of Afghanistan simply because he is the operational need of the President to strengthen his local base.,WMT20
خو په ۲۰۰۷ میلادي کال ملي شورا ته د سپکاوي له کبله د جرګې غړیتوب ترې واخستلای شو او له هغې نیټې راهیسې ډیره کمه په رسنیو کې ظاهریږي.,Her steadfast resolve in the face of death threats touched us deeply. So it was a real pleasure to find out more about her life by reading her autobiography.,WMT20
"لیکوال : ګل آغا احمدي | ډول : د رسنیو مقالې | دخپریدو نیټه : ۲۰۱۷ - جنوری - ۸ | منبع : لومړیتوب | نور کلیدي موضوعات : , د افغانستان آبي حوزې, د افغانستان اوبه, د اوبو مدیریت","Author : Stuart Horsman | Type : Paper | Date of Publication : 2008 | Source/s : Water and Development Publications – Helsinki University of Technology | tags : , Afghanistan, Amu Darya, Central Asia, cooperation, Kyrgyzstan, Tajikistan, Transboundary Waters, Turkmenistan, Uzbekistan, water crisis, water management mechanisms",WMT20
ښاغلي برمک دهند له مرستو مننه وکړه اوویی ویل: هند تل د نورو دوستو هېوادو ترڅنګ په داسې حالاتو کې د افغانستان له خلکو سره د مرستې لاس اوږد کړی دی .,"150 durable shelters for severely affected families will be built in phase 1 (before end of the year 2014) based on the Shelter Cluster design, modified to include flood proof and earthquake resilient features. A gravity water supply from spring source as per agreed design is also included in the project.",WMT20
• د موادو د سپما لپاره. د مارکر کولو سافټ ده اسانه فعاليت، مسلکي اتومات مارکر کولو. 15 ~ 20٪ مواد کولای شي وژغورل شي. نه مسلکي مارکر جوړولو پرسونل ته اړتیا لري.,"• Material saving. The marker making software is easy to operate, professional automatic marker making. 15~20% materials can be saved. No need professional marker making personnel. • Reducing labor.",WMT20
سید حسین عالمي بلخي د ملي یوالي د حکومت لخوا د کډوالو او راستنیدونکو چارو دوزارت د وزیر په توګه و نومول او ولسی جرګې ته معرفي شو،نوموړي دکډوالواوراستنیدونکوچارو وزارت لپاره دخپلوکاري برنامواوپلانونو په وړاندې کولوسره، دخلکوداستازونه ۱۳۴ رایې حاصل اودجمهوري ریاست د۱۳۹۳/۱۱/۱۲(۵۷)ګڼې دفرمان په اساس ذکډوالواوراستنیدونکوچارودوزارت دوزیرپه توګه مقرر کړۍ شو.,"Sayed hussain Alimi balkhi nominee for ministry of refuges and repatriations on behalf of national unity government to national assembly ,Balkhi with presentation of his plan and program for ministry of refuges and reparation got 134 vote from the representative of people and into ordinance number(57) of date 12/11/1393 presidential select as minister of refuges and repatriation.",WMT20
مطلوب: د لوګیټیک بیسیم کیبورډ په اسانۍ او دقیق ډول ټیپ کړئ د درستۍ د ښه والي لپاره او د جوګینګ غږ کمول ، که په دفتر کې یا په لوبو کې,"Optimal: Tap comfortably and accurately on a Logitech wireless keyboard optimized for improved accuracy and reduced jogging noise, whether in the office or gaming",WMT20
14. دلته دلته شرایط او شرایط د تاسو او شرکت تر مینځ بشپړ، وروستنۍ او ځانګړي تړون استازیتوب کوي او سپکوي او د ټولو او پخوانیو تړونونو ضمیمه کوي، ستاسو او شرکت ترمنځ استازیتوب او تفاهمونه د هر ډول پروموشنل یا دعوا کولو په اړه سره ضمیمه کوي. بونس وړاندیزونه.,"14. The Terms and Conditions contained herein represent the complete, final and exclusive agreement between you and the Company and supersede and merge all prior agreements, representations and understandings between you and the Company with regards to the claiming of any promotional or bònas a 'tabhann.",WMT20
د هرات ولایت د خبریالی او عامه اړیکو پوهنځي د ټاکولو او جوړولو موخو ، د معیاری او عملو کړنو ته خپل د سازمان موخو ته تر رسیدولو باندي پر ځينو بنسټیزو ارزښتونو باندی ټینګار کوی او دا ارزښتونه خپل د موخو پر اصلي محور او عملي کيدولو باندي ټاکي موږ خپل پر دغو بنسټيزو ارزښتونو باندي ژمن یو.,"The Department of Journalism and Mass Media of Herat University emphasizes a number of fundamental values in defining goals, expectations and organizational performance criteria, and places these values at the heart of its programs and practices. We are committed to these fundamental values:",WMT20
پوښتنه د مناسبې مودې په اړه پوښتنه وکړه (کله چې د مثال په توګه، په کارتوون کې مرغومې نندارې سره د سره رنګونو سره)، او نور.,"asked the question on the appropriate occasion (when, for example, in a cartoon show mushrooms with red hats), etc.",WMT20
په هرصورت، دلته وړیا حلونه شتون لري چې تاسو وړو پروژو لپاره کارولی شئ. وړیا ایمیل اجازه درکوي چې تاسو په لامله لګښتونو کې لامحدود ډاټابیسونه جوړ کړئ (دوی په بسپنو تمرکز کوي).,"However, there are free solutions you can use for small projects. FreeMySQL lets you setup unlimited databases at no cost (they run on donations).",WMT20
دا ښه خبره ده که تاسو د جمعې په ماښام رومانیکي اونۍ پیل کړئ. بیا، لومړی له تاسو سره د شپې خوب او خوب دی. په بستر کې ناڅاپي، شاید د شیمپین یا شیمپین سره، شامل وي. نو تاسو پیاوړی کولی شئ د راتلونکی سبا څخه خوند واخلئ او خوند واخلئ.,"The journey to the romantic weekend does not have to be far away. In your own or next larger city is certainly a nice hotel. For city dwellers, idyllic rural hotels or cozy guest houses by the sea are a great change from the hectic city.",WMT20
کډوالو د هنګري د سرحد د پرانیستلو لپاره لاریون پیل کړ,Shakib claimed the wickets of Najeeb and Gulbadin on consecutive deliveries in the sixth over. Nawroz Mangal was then run out in the next over as Afghanistan slipped to36 for four.,WMT20
له باره ددی چی په دی پوه چی ملا عمر و امثالهم به تر څو ژوندی وی او کله به مری یوه مطلب ته به په لڼډه تم شو۰,"After King Amanuallah khan, the political turmoil of the recent history was born and continues to be a prime problem of the country yet to the current time.",WMT20
"""همکاری""یوه اصطلاح ده چې د"" همکارۍ سیالۍ ""معنی لري او دا په اشخاصو ، سوداګرۍ او سازمانونو باندې تطبیق کیږي چې د اقتصاد پر ځای د یو بل مقام څخه د تیرولو پرځای د خپلو سیالانو سره همکارۍ غوره کوي.","“Co-opetition” is a term that stands for “cooperative competition” and it applies to individuals, businesses and organizations who choose to cooperate with their competitors instead of trying to surpass each other's rank in the economy.",WMT20
